Date : 2025-11-05 09:21:05
Directory : e:\web_project2\my-yds
Total : 148 files,  22103 codes, 771 comments, 1655 blanks, all 24529 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| e:\web_project2\my-yds\src\components\flashcards\FlashcardDeck.tsx        | TypeScript JSX     |        248 |          8 |         25 |        281 |
| e:\web_project2\my-yds\src\components\flashcards\FlashcardMobileView.tsx  | TypeScript JSX     |        294 |          6 |         27 |        327 |
| e:\web_project2\my-yds\src\components\flashcards\FullscreenWrapper.tsx    | TypeScript JSX     |        120 |          9 |         16 |        145 |
| e:\web_project2\my-yds\src\components\flashcards\QuizMode.tsx             | TypeScript JSX     |        255 |         29 |         41 |        325 |
| e:\web_project2\my-yds\src\components\home\CategoryGrid.tsx               | TypeScript JSX     |         35 |          0 |          4 |         39 |
| e:\web_project2\my-yds\src\components\home\ExcelUploadSection.tsx         | TypeScript JSX     |         73 |          3 |          5 |         81 |
| e:\web_project2\my-yds\src\components\home\FaqSection.tsx                 | TypeScript JSX     |         25 |          0 |          5 |         30 |
| e:\web_project2\my-yds\src\components\home\FeatureSection.tsx             | TypeScript JSX     |         47 |          0 |          6 |         53 |
| e:\web_project2\my-yds\src\components\home\ProgressOverview.tsx           | TypeScript JSX     |        129 |          0 |         16 |        145 |
| e:\web_project2\my-yds\src\components\layout\Drawer.tsx                   | TypeScript JSX     |        177 |          7 |         11 |        195 |
| e:\web_project2\my-yds\src\components\layout\Header.tsx                   | TypeScript JSX     |         32 |          0 |          1 |         33 |
| e:\web_project2\my-yds\src\components\pages\CategoryPage.tsx              | TypeScript JSX     |         78 |         26 |         12 |        116 |
| e:\web_project2\my-yds\src\components\ui\Button.tsx                       | TypeScript JSX     |         74 |          0 |          8 |         82 |
| e:\web_project2\my-yds\src\components\ui\Card.tsx                         | TypeScript JSX     |         31 |          0 |          5 |         36 |
| e:\web_project2\my-yds\src\components\ui\SectionTitle.tsx                 | TypeScript JSX     |         13 |          0 |          3 |         16 |
| e:\web_project2\my-yds\src\components\ui\StyledCard.tsx                   | TypeScript JSX     |         17 |          0 |          3 |         20 |
| e:\web_project2\my-yds\src\components\ui\Typography.tsx                   | TypeScript JSX     |         58 |          0 |          8 |         66 |
| e:\web_project2\my-yds\src\config\categories.config.ts                    | TypeScript         |        130 |         18 |         16 |        164 |
| e:\web_project2\my-yds\src\contexts\AuthContext.tsx                       | TypeScript JSX     |         34 |          5 |          8 |         47 |
| e:\web_project2\my-yds\src\contexts\ThemeContext.tsx                      | TypeScript JSX     |         34 |          4 |          8 |         46 |
| e:\web_project2\my-yds\src\contexts\UserProgressContext.js                | JavaScript         |         74 |          9 |         17 |        100 |
| e:\web_project2\my-yds\src\data\categories.tsx                            | TypeScript JSX     |        214 |          1 |          3 |        218 |
| e:\web_project2\my-yds\src\data\faq.ts                                    | TypeScript         |         10 |          1 |          2 |         13 |
| e:\web_project2\my-yds\src\data\features.tsx                              | TypeScript JSX     |         17 |          1 |          3 |         21 |
| e:\web_project2\my-yds\src\data\flashcards\all-words.json                 | JSON               |         20 |          0 |          1 |         21 |
| e:\web_project2\my-yds\src\data\flashcards\index.js                       | JavaScript         |          2 |          2 |          1 |          5 |
| e:\web_project2\my-yds\src\data\flashcards\sample.json                    | JSON               |         14 |          0 |          1 |         15 |
| e:\web_project2\my-yds\src\data\homeData.tsx                              | TypeScript JSX     |        172 |          0 |          4 |        176 |
| e:\web_project2\my-yds\src\data\quizData.ts                               | TypeScript         |      2,169 |          2 |         50 |      2,221 |
| e:\web_project2\my-yds\src\data\vocabulary.ts                             | TypeScript         |        339 |          1 |         12 |        352 |
| e:\web_project2\my-yds\src\firebase\auth.ts                               | TypeScript         |         66 |          9 |         14 |         89 |
| e:\web_project2\my-yds\src\firebase\firebase.ts                           | TypeScript         |         30 |         11 |         11 |         52 |
| e:\web_project2\my-yds\src\firebase\firestore.ts                          | TypeScript         |        121 |         10 |         22 |        153 |
| e:\web_project2\my-yds\src\firebase\index.ts                              | TypeScript         |          4 |          1 |          0 |          5 |
| e:\web_project2\my-yds\src\firebase\types.ts                              | TypeScript         |         27 |          5 |          4 |         36 |
| e:\web_project2\my-yds\src\hooks\useCategoryPage.ts                       | TypeScript         |         68 |         22 |         16 |        106 |
| e:\web_project2\my-yds\src\hooks\useFlashcardState.ts                     | TypeScript         |        431 |         22 |         72 |        525 |
| e:\web_project2\my-yds\src\hooks\useSEO.ts                                | TypeScript         |         28 |         11 |          7 |         46 |
| e:\web_project2\my-yds\src\lib\adLoader.js                                | JavaScript         |         29 |          8 |          8 |         45 |
| e:\web_project2\my-yds\src\lib\adsense.ts                                 | TypeScript         |         23 |          9 |          8 |         40 |
| e:\web_project2\my-yds\src\lib\firebase.ts                                | TypeScript         |         15 |          2 |          4 |         21 |
| e:\web_project2\my-yds\src\lib\firebase\config.ts                         | TypeScript         |         25 |          5 |          8 |         38 |
| e:\web_project2\my-yds\src\lib\firebase\dataAccess.ts                     | TypeScript         |         66 |         24 |         13 |        103 |
| e:\web_project2\my-yds\src\lib\firebase\errorHandler.ts                   | TypeScript         |         40 |         14 |          8 |         62 |
| e:\web_project2\my-yds\src\lib\firebase\errors.ts                         | TypeScript         |         35 |          8 |          7 |         50 |
| e:\web_project2\my-yds\src\lib\firebase\flashcardStorage.ts               | TypeScript         |        134 |         13 |         34 |        181 |
| e:\web_project2\my-yds\src\lib\firebase\safeMode.ts                       | TypeScript         |         96 |         22 |         14 |        132 |
| e:\web_project2\my-yds\src\lib\firebase\utils.ts                          | TypeScript         |         47 |         26 |         11 |         84 |
| e:\web_project2\my-yds\src\lib\utils\categoryUtils.ts                     | TypeScript         |          7 |          3 |          1 |         11 |
| e:\web_project2\my-yds\src\lib\utils\excelParser.ts                       | TypeScript         |         52 |         16 |         14 |         82 |
| e:\web_project2\my-yds\src\services\wordService.js                        | JavaScript         |         16 |          2 |          4 |         22 |
| e:\web_project2\my-yds\src\styles\config.ts                               | TypeScript         |         86 |          6 |         10 |        102 |
| e:\web_project2\my-yds\src\styles\globals.css                             | PostCSS            |         82 |          4 |         15 |        101 |
| e:\web_project2\my-yds\src\types\data.ts                                  | TypeScript         |         21 |          0 |          5 |         26 |
| e:\web_project2\my-yds\src\types\flashcard.ts                             | TypeScript         |          6 |          4 |          1 |         11 |
| e:\web_project2\my-yds\src\types\global.d.ts                              | TypeScript         |          4 |          0 |          0 |          4 |
| e:\web_project2\my-yds\src\types\quiz.ts                                  | TypeScript         |          7 |          1 |          1 |          9 |
| e:\web_project2\my-yds\src\utils\buildInfo.js                             | JavaScript         |          9 |          1 |          3 |         13 |
| e:\web_project2\my-yds\src\utils\debugHydration.js                        | JavaScript         |         24 |          9 |          6 |         39 |
| e:\web_project2\my-yds\src\utils\excelParser.ts                           | TypeScript         |         45 |          5 |         12 |         62 |
| e:\web_project2\my-yds\src\utils\requireAuth.tsx                          | TypeScript JSX     |         34 |          1 |          9 |         44 |
| e:\web_project2\my-yds\src\utils\version.js                               | JavaScript         |          2 |          1 |          1 |          4 |
| e:\web_project2\my-yds\structure.md                                       | Markdown           |         78 |          0 |          1 |         79 |
| e:\web_project2\my-yds\tailwind.config.ts                                 | TypeScript         |         17 |          0 |          2 |         19 |
| e:\web_project2\my-yds\tsconfig.json                                      | JSON with Comments |         33 |          0 |          0 |         33 |
| Total                                                                     |                    |     22,103 |        771 |      1,655 |     24,529 |
+---------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
